folder_name,dynamic_height,mad_184,p_value_184,mad_110,p_value_110
251019_130009,6520,0.12384518614874492,5.56780271621074e-72,0.0285052838148986,0.0008436693905524982
251019_130325,3680,0.122919260222819,5.025581037504342e-71,0.03404398542097457,0.00012618252455813233
251019_130603,4200,0.042360464804828295,2.6028898687682414e-07,0.043033514493771303,6.378276177754802e-07
251019_130822,1760,0.029175093641406476,0.00350315949611794,0.043973054506741674,4.620833676046246e-07
251019_131026,3640,0.027483400442469795,0.01750094624646454,0.02287386462475492,0.12142220529962998
251019_131235,7360,0.09977111207467085,5.1149652031555144e-46,0.022929634447428307,0.06183968189728457
251019_131442,4120,0.1303266676302264,2.447294390942896e-80,0.015449603267867916,0.4032057957847986
251019_131648,2200,0.12384518614874492,7.948785359233704e-73,0.04306074266786021,9.324877505965127e-10
251019_131858,2200,0.07384518614874491,2.1126535364612663e-24,0.05257935788897268,1.851583035397081e-10
251019_132113,3680,0.12199333429689307,6.049853567041713e-70,0.02452861006229724,0.06578383055403118
251019_132318,1960,0.07199333429689307,1.1748473686932793e-23,0.02367854777095944,0.003488230186291576
251019_132522,3200,0.08773407503763381,1.0420950124108152e-35,0.023543674451262774,0.028171157563884584
251019_132726,3640,0.12940074170430046,9.173417678324226e-79,0.04306074266786021,8.456197513549261e-09
251019_132934,1640,0.04143777874133751,1.7896730971856928e-07,0.045828146221028675,7.606208018904722e-12
251019_133139,6640,0.08495629725985604,7.675501275039873e-33,0.01156564709933427,0.9372671844640122
251019_133354,2200,0.15069703800059675,3.1992584848850343e-108,0.03362771066864131,2.3617290992621258e-07
251019_133557,3040,0.1275488898524486,2.50343635799276e-77,0.05232000192711947,1.944000887067062e-11
251019_133753,1640,0.1155118528154116,3.3162305845250117e-62,0.037734075037633805,1.2412589267626346e-08
251019_133952,920,0.06551185281541157,1.1094092697843792e-18,0.015362068387105712,0.4170804117694365
251019_134153,1480,0.12106740837096715,4.190478050421551e-69,0.03287879734511017,0.0002537223667091581
251019_134356,7000,0.08866000096355972,8.395914185039409e-36,0.01959746873518546,0.08552051904774013
251019_134604,5760,0.14236370466726342,3.4363981090841588e-96,0.029254197138429743,0.006752359208319803
251019_134824,1760,0.12384518614874492,5.305864918002764e-72,0.046067408370967136,3.772861000430227e-12
251019_135032,3480,0.1516229639265227,1.4730072378287468e-109,0.01900676240570088,0.321832627087521
251019_135252,5400,0.12106740837096715,4.313678768615127e-69,0.04769361215992498,3.804144532354689e-09
251019_135519,1720,0.017138056604369435,0.27028944419303463,0.025485004024747224,0.0036915788755632496
251019_135721,2400,0.07477111207467084,1.2741549433553538e-25,0.035882223185781964,0.00014448896199682878
251019_135920,7360,0.13958592688948565,1.8156030447215127e-92,0.04230145511971976,1.781494559744226e-06
251019_140115,2080,0.05904398542097457,1.2594045164687932e-15,0.052309627702510166,4.6884542313690355e-11
251019_140342,6800,0.07940074170430048,1.2601901938989276e-28,0.03498676529638008,0.00023285915841406661
251019_140636,4960,0.09143777874133752,8.750400352569191e-40,0.05794104689265384,1.083180704288817e-13
251019_140916,2400,0.14606740837096716,2.15994022489693e-101,0.025727506037120828,0.031436722732502684
251019_141123,6200,0.15254888985244863,6.027350832457014e-111,0.01996446984264643,0.1806387618638806
251019_141343,6240,0.08773407503763381,1.9573163926619014e-36,0.02823555362843608,0.008571909168135475
251019_141609,2640,0.12106740837096715,1.1766522227896126e-68,0.10160934983947822,1.310944934510019e-71
251019_141825,2760,0.1544007417043005,9.124564590953613e-114,0.03843435290066573,1.98294765036893e-06
251019_142031,5480,0.097919260222819,1.1495076013580725e-44,0.03656564709933427,1.0522162917631299e-05
251019_142227,5720,0.02193108474934939,0.18826038993010188,0.026141199764210626,0.004607994337067426
251019_142414,1280,0.04421555651911529,1.1031414259003708e-09,0.03749481288769534,5.591721935929314e-06
251019_142605,4080,0.12940074170430046,8.523759617182756e-79,0.037570676522283485,9.32615428091035e-06
251019_142753,2360,0.09977111207467085,1.175142501664854e-46,0.03664475059635755,1.3121079296332825e-05
251019_142945,3520,0.08773407503763381,2.0172985610594624e-34,0.022755861707468662,0.1053947885389853
251019_143143,3040,0.10440074170430047,2.8262122725456647e-51,0.03557747162586467,4.852831953870394e-05
251019_143341,5800,0.06373586459814787,2.538324464630083e-18,0.04490222029510275,5.4122994544980925e-08
251019_143532,1880,0.10810444540800418,6.2727046217005324e-55,0.039613155063574566,9.7720994429124e-06
251019_143719,6360,0.12754888985244858,2.2844790375614403e-76,0.008575835345706946,0.9577895879676398
251019_143906,2280,0.147919260222819,3.8334610058171646e-104,0.045828146221028675,1.3704986136997645e-07
251019_144053,4520,0.12569703800059676,1.0730241855758268e-74,0.02553039962281129,0.006422678078799342
251019_144240,4040,0.13958592688948565,1.8777727750260434e-92,0.030087405480287932,0.0019124035335028602
251019_144425,2240,0.13680814911170788,1.2493248569343596e-88,0.014419288511700188,0.821035760207375
251019_144610,3600,0.1377340750376338,8.205194847005078e-90,0.018379108314821948,0.227936078462383
251019_144756,1400,0.058791109183991636,1.741693866810245e-15,0.07477111207467085,3.39021830034373e-26
251019_144940,5360,0.03125259355615232,0.0015312167782743284,0.04515509653208567,2.9710133775187092e-08
251019_145123,4480,0.06736370466726344,8.812584069547794e-21,0.02566525648957714,0.042200476277580515
251019_145307,1960,0.0460810224580116,2.3103421386969573e-08,0.029095990144383188,0.0006837788347556991
251019_145452,3440,0.14606740837096716,2.138247009368879e-101,0.02824916771548054,0.005418990074360952
251019_145647,3600,0.09977111207467086,6.7394461529343086e-46,0.03587898332334682,0.0001130840107397522
251019_145846,3080,0.1414377787413375,8.523657694474457e-95,0.021737218197474997,0.1637426898939537
251019_150036,2080,0.1275488898524486,8.41586542042472e-77,0.03171360926924579,0.001375670581608105
251019_150225,4080,0.08958592688948568,4.213220662388425e-37,0.02176444637156392,0.1684924368930593
251019_150417,3400,0.03656564709933427,3.431747804458745e-05,0.02021734607962935,0.25250461061075147
251019_150604,5720,0.1553266676302264,3.5773056690417163e-115,0.018392722401866415,0.28122074628221977
251019_150752,2400,0.14236370466726345,4.263854007796219e-96,0.015539080989500504,0.597150536312827
251019_150940,840,0.1127340750376338,4.256952394796931e-59,0.047693612159924986,1.2560343909320935e-07
251019_151130,6720,0.07384518614874491,9.980952093600572e-25,0.04600515882342346,1.0278394795548413e-08
251019_151320,4000,0.13217851948207826,2.811857772449045e-82,0.035577471625864665,0.00014006873211932402
251019_151510,3200,0.05693925733213978,1.5692569836021934e-14,0.019912594519712067,0.31749570558478407
251019_151658,2120,0.09236370466726343,4.9797641028843234e-39,0.044915834382147204,1.0904525263394672e-06
251019_151847,6640,0.08958592688948568,4.768251330349669e-37,0.03843435290066572,0.00010279298137035327
251019_152035,2480,0.13403037133393012,2.2547585249148835e-85,0.017394172703787493,0.40239847021631897
251019_152223,4520,0.13310444540800417,1.1713682293590062e-83,0.029161479554362008,0.011096469107787494
251019_152411,4400,0.097919260222819,9.893924288741157e-44,0.014041913179629903,0.6973510750775511
251019_152557,2440,0.13958592688948565,3.152549494158345e-92,0.032011881104292775,0.0014316394264165533
251019_152745,1280,0.15069703800059678,3.2916461113886533e-108,0.059030371333930104,4.882677539641955e-19
251019_152932,2200,0.10717851948207825,2.317481211045189e-53,0.0457490427240054,1.2518722501357346e-07
251019_153119,2800,0.13032666763022638,5.0419044113962904e-80,0.019988458154300198,0.16249311436624725
251019_153306,2760,0.07291926022281899,3.0578636819342343e-24,0.030163269114876063,0.00865989499362801
251019_153453,5000,0.03471379524748242,0.00023169635177823714,0.021081022458011592,0.258378445842886
251019_153643,2120,0.14236370466726342,4.4119643187404215e-96,0.018139846164883483,0.3506198593854137
251019_153833,3520,0.09606740837096711,1.0769637303767185e-42,0.03942252837413532,2.0583090252923735e-05
251019_154026,2000,0.08674589956416419,1.258383615232948e-31,0.06526935080303797,4.3326027255314754e-18
251019_154220,6520,0.1136768549130393,6.081835659585498e-60,0.017390932841352347,0.36656311710957756
251019_154410,4840,0.03119034400860865,0.0029710427989575183,0.029431209740824527,0.005698986498759417
251019_154602,7080,0.07477111207467084,6.468320985328505e-26,0.0377340750376338,2.1972945689447303e-05
251019_154758,2520,0.09514148244504121,2.5158750762413433e-41,0.03386373295614462,0.0006603594360942755
251019_154950,3480,0.02300873794445159,0.02977969711539165,0.00874571358592756,0.9703696264536934
251019_155138,2920,0.09514148244504121,5.519867807345938e-42,0.031279821730241235,2.9759582945910616e-05
251019_155327,3680,0.12754888985244864,1.4896654056110913e-76,0.030097779704897243,0.00042862376606343403
251019_155517,6360,0.14884518614874492,1.6623911090977013e-105,0.03503216089444416,0.00025652488988196494
251019_155706,3840,0.06921555651911529,4.494439763910514e-22,0.04145463269081711,3.4873186245855025e-06
251019_155856,7760,0.025772901635184906,0.03401411585032261,0.024466360514753552,0.03254444855430115
251019_160046,4320,0.046143272005555264,4.005605969023212e-09,0.015013234703619914,0.4213580748169001
251019_160234,1720,0.07199333429689307,4.7634042465189294e-24,0.03571882467043162,1.2906207076006527e-05
251019_160422,2160,0.12847481577837452,1.6104646202310579e-77,0.030117873516811985,0.00676699846986558
251019_160610,1240,0.08217851948207826,6.270739978103209e-31,0.04145139282838197,8.976800159283458e-09
251019_160758,5600,0.10995629725985602,2.5345044359857998e-56,0.031922403382660176,0.0022532934694842566
251019_160945,3440,0.09421555651911528,4.4643555091983055e-42,0.03757067652228347,1.908319877128163e-05
251019_161133,5360,0.03102694549325832,0.00016426488855620765,0.04143453887890237,5.049504117318006e-06
251019_161322,3320,0.14236370466726345,3.0928930450442378e-96,0.018213766958601225,0.13712210526206278
251019_161509,4240,0.035656575122887946,0.00032770769667447456,0.01866830294682439,0.2997249325243992
251019_161657,5640,0.12847481577837455,1.1746756549720876e-77,0.014340185014676907,0.5637712614322126
251019_161843,1560,0.13217851948207826,2.35608664606202e-82,0.0439276589086776,4.308313997591421e-07
251019_162029,2480,0.08588222318578195,8.012369663377521e-34,0.03455039673213209,8.168323621898389e-05
251019_162215,2240,0.13310444540800417,1.0861651189568445e-83,0.04004694260257911,8.61980953658617e-07
251019_162402,2640,0.019065772090809414,0.08647048129626493,0.032875557482675025,8.378466149065846e-05
251019_162548,1560,0.04243956830185157,3.9261497640661135e-07,0.03008740548028794,0.0008278828399336138
251019_162735,2280,0.14421555651911527,9.40786131996789e-99,0.03558071148829982,0.000205267450442753
251019_162923,4360,0.06180814911170788,2.0851231091951064e-17,0.03193601746970464,0.0004604675110483486
251019_163117,4680,0.028918977541988404,0.0033591198722687683,0.018973054506741683,0.23884495845862164
251019_163354,3800,0.1516229639265227,1.4590395706650828e-109,0.05340932636839572,1.630020612326719e-11
251019_163639,1440,0.022696852022360128,0.1453023016828707,0.0375084269747398,1.5252475855672108e-07
251019_163926,6480,0.04799188399497198,3.8573369575408953e-10,0.03294104689265384,0.0029243979269269974
251019_164211,2960,0.135882223185782,1.9585450761883728e-87,0.035836827587717876,0.00032216866297137746
251019_164456,7000,0.12384518614874492,6.545029261047772e-72,0.05230962770251016,4.666707642907682e-10
251019_164745,4080,0.08312129935748377,1.6649046499888063e-31,0.013431113038230583,0.3630286958431218
251019_165034,5800,0.12662296392652272,2.6809032089184996e-76,0.04584176030807313,2.1565039879084195e-08
251019_165322,5280,0.09421555651911528,1.067044830247901e-40,0.03570197072095203,0.0002138647293557233
251019_165612,3480,0.10903037133393009,2.3803740948115032e-55,0.03664475059635755,0.0006118536862987914
251019_165856,1000,0.1053266676302264,8.49312783513097e-52,0.061565647099334285,1.459529761284905e-15
251019_170146,5800,0.10810444540800418,3.0025692110020413e-54,0.017121202654889832,0.35990764759471716
251019_170447,2240,0.122919260222819,5.695074026004758e-72,0.038403884864141674,3.581377172919328e-07
251019_170733,7240,0.13680814911170788,1.2890280562038626e-88,0.055281272032162314,2.502560876407281e-11
251019_171018,6920,0.07384518614874493,1.6163216634045325e-25,0.046829935781542736,1.5778533183420854e-08
251019_171304,3080,0.035912691222306004,6.593310330436745e-05,0.03101333140621386,0.003757298416077982
251019_171547,5160,0.15440074170430046,9.299788801134854e-114,0.02245111014755138,0.038038524142314324
251019_171832,3040,0.1469933342968931,7.098419324616547e-103,0.02293611417229859,0.10092316595809146
251019_172116,4160,0.15254888985244863,5.7466287049859116e-111,0.02430296199940324,0.009703951342957581
251019_172401,2200,0.12291926022281897,7.395098420409862e-71,0.0523232417895546,1.7402974900843592e-10
251019_172647,1880,0.1053266676302264,6.826403821368857e-52,0.02090400985561681,0.24071754581621424
251019_172930,6080,0.05349166972785415,2.987918143479982e-12,0.039585926889485666,6.063113424248755e-06
251019_173215,5000,0.13217851948207826,8.827618572861384e-83,0.013680094775474473,0.5752528830477666
251019_173504,3080,0.12569703800059676,1.8548411385153044e-74,0.04590400985561681,1.9441215310191734e-07
251019_173753,5320,0.1016229639265227,7.49576117601695e-48,0.038420738813621264,3.388136828658184e-05
251019_174040,4720,0.12384518614874492,4.0023226454710275e-72,0.03750518711230465,1.9796235727639402e-05
251019_174330,6200,0.13125259355615235,1.547304615514376e-81,0.0543384921567568,3.1394145068715683e-12
251019_174619,4280,0.07477111207467085,6.847829923153308e-25,0.021750832284519454,0.17696299704337576
251019_174910,3000,0.15069703800059678,3.655094654432894e-108,0.026380461914149087,0.030288048579015524
251019_175126,7720,0.07477111207467084,4.4406209413645e-26,0.03565657512288794,0.00041709804711874735
251019_175333,3080,0.13958592688948565,1.922743601123003e-92,0.05138370177658424,8.023091601716235e-15
251019_175527,3720,0.072919260222819,2.711956841656944e-24,0.04237731875430789,1.7554280626801697e-06
251019_175723,4360,0.08588222318578195,1.3872476647103183e-34,0.01803675435620644,0.10343725141487078
251019_175915,3040,0.13125259355615235,2.5630061680673206e-81,0.018668302946824394,0.1964349897594654
251019_180107,3720,0.0896617905240738,8.921204536087276e-37,0.029188707728450922,0.0010062031899612579
251019_180300,7200,0.053474815778374554,1.5733563129277246e-12,0.04421555651911529,3.5725940997241455e-08
251019_180455,2560,0.09051185281541159,2.7574340027082814e-37,0.03126620764319679,0.00012439373885709518
251019_180650,1520,0.11458592688948567,2.774988326050867e-62,0.030353895804315315,0.0011815385499534794
251019_180848,1680,0.13495629725985603,5.045933187365718e-86,0.04305036844325091,1.2898976690562453e-08
251019_181045,3160,0.11643777874133748,1.2233909003539967e-63,0.032178519482078255,0.0006247948849492504
251019_181242,2400,0.10810444540800418,1.4681532577855207e-54,0.02985851755495878,0.00020449611573067247
251019_181435,4440,0.147919260222819,4.47045473298026e-104,0.04509284698454199,2.1049752145361197e-07
251019_181630,2240,0.10532666763022641,5.3032294695689074e-52,0.025471389937702753,0.0009844103211941882
251019_181826,3480,0.1516229639265227,1.4321820703092476e-109,0.05232324178955461,1.2428819662156542e-10
251019_182026,4080,0.13680814911170788,8.597160679634847e-89,0.03664475059635755,0.00018693804075124205
251019_182220,5680,0.1127340750376338,4.517007556930217e-59,0.030163269114876063,0.0018555889508053455
251019_182414,1880,0.04488536634562315,4.526284960627757e-08,0.022679998072880524,0.10376980987902966
251019_182614,2720,0.10625259355615232,1.1201418760744857e-52,0.035642961035843496,1.1590800190482818e-05
251019_182813,4040,0.019915834382147207,0.12157491392601394,0.024604473696885377,0.0441080852426518
251019_183013,7320,0.1377340750376338,6.293107545062266e-90,0.06525573671599354,6.782171837423784e-18
251019_183238,1040,0.13125259355615232,2.8195216672809814e-81,0.02015509653208568,0.22205670790369267
251019_183454,3360,0.0812525935561523,1.9139133772325413e-29,0.04215167069141389,3.1626625988505673e-07
251019_183650,4840,0.07569703800059678,8.161203596601035e-27,0.020151856669650525,0.22096343380312267
251019_183848,3440,0.045765896673485,1.1605208127645927e-08,0.03498352543394493,0.0003749531282645096
251019_184048,6040,0.09884518614874492,5.4041847074805485e-45,0.018910804959198006,0.3119480095147709
251019_184246,1040,0.12014148244504123,1.1112185301859234e-67,0.015539080989500489,0.40487623302583914
251019_184444,5120,0.15347481577837455,2.3724246253814496e-112,0.030101019567332386,2.7295829721842985e-05
251019_184643,7240,0.08773407503763381,4.459408313354913e-35,0.047617748525336845,1.4956838938488134e-08
251019_184847,1120,0.13032666763022638,2.8762761206591632e-80,0.06804712858081577,2.396071319844311e-19
251019_185046,2280,0.14884518614874492,1.808476518605639e-105,0.012688679439569734,0.3662243035045184
251019_185346,3560,0.13958592688948565,1.985906458282771e-92,0.027260992242010937,0.040751412624347276
251019_185652,4640,0.13958592688948565,2.7638365311860635e-92,0.0318770077845961,0.003972939622741674
251019_185950,4400,0.12847481577837455,1.169067330364046e-77,0.03410299510608309,0.0011320289712793983
251019_190250,3040,0.14514148244504124,4.1687405901160317e-100,0.018133366440013197,0.25546835013296076
251019_190555,2680,0.051366847827104635,5.6139225206099085e-11,0.038338395454162844,2.881868019131672e-05
251019_190856,3400,0.027993051616062477,0.0002530756625131037,0.037432563340151666,9.337413259234081e-05
251019_191200,2400,0.08495629725985603,5.041788704310293e-33,0.035653335260452806,3.1073695418347137e-06
251019_191516,1960,0.14236370466726342,3.953816669618731e-96,0.05441435579134493,2.6258422791124396e-12
251019_191817,1920,0.08495629725985604,1.9276425068529383e-32,0.03958592688948566,3.532542371186557e-07
251019_192121,5520,0.0470691979314812,1.1722717302301348e-08,0.04489898043266761,3.692114957555292e-09
251019_192423,1160,0.03471379524748242,5.403536002349002e-05,0.016136267043855373,0.1314460966302149
251019_192648,1560,0.05904398542097457,5.961785233246098e-14,0.05230962770251016,1.3817774824847066e-12
251019_192844,3040,0.08310444540800419,1.0644281083144915e-31,0.025772901635184906,0.009631432514941599
251019_193039,3920,0.12754888985244864,8.036445290964807e-77,0.02200694838393753,0.14043467223077688
251019_193235,4920,0.13680814911170788,1.681773696575676e-88,0.02100515882342346,0.03958891340910761
251019_193432,4040,0.01804712858081576,0.33559420501055376,0.03192240338266019,0.0014505422034160418
251019_193627,5040,0.07358907004932685,2.090197228881558e-24,0.04027259066547312,2.0434072695288067e-06
251019_193822,4480,0.14328963059318936,1.9740662005990643e-97,0.02387241432283383,0.02048874012840072
251019_194017,5800,0.11180814911170787,1.740083463607569e-58,0.036745899564164214,2.8532033314782194e-05
251019_194211,7080,0.15254888985244863,5.911047868158913e-111,0.05532666763022641,1.6210096995428983e-14
251019_194407,3440,0.13588222318578194,1.7827970678193614e-87,0.0247847261617153,0.06587302938785021
251019_194601,4040,0.10717851948207825,9.554860505261227e-54,0.028308177400589076,0.018469393473805638
251019_194758,5600,0.13866000096355974,4.388049347797174e-91,0.017117962792454686,0.38390869501960556
251019_194954,1520,0.04606740837096714,5.935062208364399e-09,0.051304598279560965,1.6890862108850617e-10
251019_195149,6800,0.11828963059318938,1.3623325169013488e-65,0.017301455119719762,0.22544696471859077
251019_195344,2800,0.1516229639265227,1.413017482451293e-109,0.05417509364140646,2.0760559206130287e-14
251019_195540,3160,0.08588222318578197,3.623423570592255e-34,0.03119034400860865,0.0030220510769068984
251019_195736,2680,0.032188893706687566,0.0018074223838078904,0.031949631556749104,0.0005659961502741809
251019_195930,5440,0.07477111207467084,1.2027868481780407e-25,0.03674589956416421,3.8527905518672705e-05
251019_200126,6960,0.13217851948207826,8.12601454201871e-83,0.0401902473060147,2.8887998165171526e-05
