t0,x0,Th,Xw,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
2497,243,256,256,196.00000000000068,2.2218045112781946,2.685185185185185,2.3912671232876708,2.819317755841558,2.5075700633523037,21.438397581254733,2.3912671232876708,2.2244062244062244,2.0388127853881275,1.9759759759759756,1.6886534518113467,1.9502923976608186,10.497716894977174,6.229335295560462,1.9237054800603963,2.306122448979592,2.078525950221879,1.7338351009237083,1.4021210782147595,7.113513513513514,1.6886534518113467,1.376157407407407,1.3561643835616437,1.6241721854304632,2.237942913385827,1.3068718307396399,9.4351145038168,3.7477272727272735,1.2809846470537782
4982,53,256,256,74.57314148681081,2.6129032258064506,2.8419090231170765,2.8055555555555554,3.926302806043786,2.6129032258064506,43.042553191489276,2.2207792207792196,2.22987117552335,2.0708812260536393,2.5075700633523037,2.2207792207792196,2.3790863823338384,20.1388888888889,5.805501826778424,1.8745684695051776,1.8989361702127663,1.8080808080808077,1.8124999999999996,1.817110432125709,16.539568345323726,2.0565110565110563,2.022051773729626,1.5477528089887638,1.541165587419057,2.071881606765327,1.7905405405405403,10.570772058823533,2.7131782945736433,1.6668702290076336
1571,147,256,256,34.08243727598578,2.237402015677491,10.135135135135142,2.084428715874621,4.951590205460177,1.0,10.476778365667261,0.9593908629441625,1.7873062015503876,0.9459459459459458,1.385613644790508,2.8291008922443375,2.443389335281226,7.2577639751552745,3.51336898395722,1.5756843800322056,3.531216931216932,1.0432720312890071,2.3541666666666665,0.9815078236130869,4.30400782013685,1.0,1.4438122332859173,1.4071481208548269,1.3012477718360074,1.0,2.763565891472867,14.408988764044924,2.1203830369357033,1.160117302052786
3419,123,256,256,202.23287671232947,2.6066191872643487,4.813775510204081,3.3967551622418872,2.82063882063882,2.4303959131545336,17.470588235294123,2.8301927658652803,1.7044334975369457,1.962606442058497,3.280701754385965,2.1072852482783615,2.768707482993198,10.987995198079233,3.1012188659247486,2.26984126984127,1.469208211143695,2.4191033138401563,1.4642857142857144,1.312102810337523,8.04586063132817,1.6190476190476186,2.184402332361516,1.1530612244897958,1.271663415993313,1.675779745860609,1.3013392857142858,7.837662337662335,2.971507352941176,1.1513461072034925
566,365,256,256,36.045537340619425,2.2891986062717775,4.61111111111111,1.2391304347826084,3.766523429506857,1.01841620626151,6.584930601454065,0.853088900050226,1.810055865921788,1.7693877551020403,1.568306010928961,1.7563025210084038,2.2404268675455103,3.8826086956521735,2.47329650092081,1.3648162764184864,2.533707865168539,1.2829398961995648,2.1620111731843568,1.0,3.4863387978142084,1.1632653061224487,1.20122281557155,0.9463401210787009,1.336671270718232,1.805785123966942,1.8401595744680856,3.3394683026584864,1.7921874999999994,1.2973607038123167
76,274,256,256,1.0,2.9859171738870987,3.03921568627451,2.2207792207792196,1.5515151515151522,1.4674857656577764,6.777777777777776,1.595238095238095,1.734819121447028,2.303132530120482,1.578487033911309,1.1314209894484109,1.2832244008714597,3.9090909090909065,1.8316498316498322,1.3514013373168308,1.0155707270331777,1.8471177944862154,1.1486847121616468,1.4727272727272722,3.7294651723648737,1.3228254121542393,1.0637254901960782,0.8701298701298698,1.2418926103136632,1.0714285714285718,0.8560492139439508,4.302059496567507,1.07086077674313,1.1866773035500597
347,65,256,256,93.11920529801355,1.9512195121951224,1.8785388127853886,1.9201451905626137,1.8143905494898869,1.4604959186816564,8.40277777777778,1.4652972300031126,1.318168730204434,1.2331677704194257,1.363502575423105,1.0166880616174583,1.5098039215686283,6.31747919143876,2.2106788079470188,1.2537469501568486,0.9374999999999997,0.938762291703468,1.2537469501568486,0.8960949988581868,4.6404919583727535,0.8922566895571867,1.4837209302325582,0.9110857794243373,1.015943095413294,0.8263626551538045,1.0562951082598233,3.817551020408163,1.220452209660843,0.9491378061150559
630,471,256,256,69.4615384615387,2.280303030303029,2.529411764705881,1.878291107799304,1.9837193304288006,1.0,4.486363636363635,1.1604938271604937,1.2640212466802065,1.2935862691960254,1.0894454382826473,1.2954545454545447,1.0899653979238757,3.8270944741532986,1.3270166023813519,1.2980430688610498,1.4616477272727266,1.0,0.9829217025748819,1.0871080139372824,3.0512820512820507,1.036031042128603,0.8896300788356579,1.0,1.1363295880149813,1.431359791802212,1.1972648932184342,2.1555555555555563,1.1714285714285715,1.1848016848016847
4346,69,256,256,1.0,6.032258064516128,4.119999999999998,5.508384146341463,2.8232819074333797,5.1599999999999975,8.205882352941178,2.9393494741990716,2.5747702589807857,3.5047489823609226,2.639017916390179,2.756756756756756,1.9072340425531908,11.036075036075031,4.588681849551416,4.32,2.974445515911281,3.3758865248226964,2.481481481481481,2.194029850746269,5.967797337913268,3.578001057641458,3.6793220338983055,2.531986531986532,2.447174963243017,3.0892857142857144,1.4702658262537682,4.554687499999999,3.842269651223321,2.635483870967743
331,494,256,256,145.91803278688576,7.980295566502465,3.8741496598639453,7.141267317737904,3.9644048943270294,2.7142857142857135,23.507462686567187,3.049625226156629,2.443569553805774,4.218113207547168,2.5450819672131146,4.04974561899378,1.7580174927113703,5.805501826778424,2.22987117552335,3.262295081967212,1.7462686567164185,2.54727150235796,1.5459317585301835,2.766575342465753,8.67213114754098,1.717871485943775,1.9024644220756681,1.5155189506596514,1.376157407407407,1.463157894736842,1.2966030082812234,4.7937030075188,1.9150285351934055,2.569659442724458
