t0,x0,Th,Xw,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
1675,243,256,256,94.60000000000035,2.5984797674938522,2.10753502461189,1.95863309352518,2.2492332856266617,1.9536589729826446,16.021008403361336,2.4416177429876056,2.602739726027398,1.9336565221294553,1.5638554216867475,1.938967136150235,2.147242206235012,16.539568345323726,5.019569471624267,2.1010728402032757,2.335616438356164,1.579802484867792,2.204673650282031,1.2864421951387455,12.885714285714283,1.0810170759067683,2.031175059952038,1.264693905253156,2.719414265470005,1.613874854255733,1.5798703774304228,8.897147448774602,2.4561688311688306,1.995967741935484
3342,53,256,256,62.82222222222246,38.59459459459451,4.490870032223414,31.536912751677814,4.489932885906039,15.886621315192764,1.0,31.536912751677814,4.288288288288288,20.776286353467572,4.284210526315789,10.81717011128776,2.0864917395529634,1.0,23.466442953020135,17.400742115027846,3.759481816762917,15.395973154362437,4.708708708708711,7.676393346950684,1.0,10.81717011128776,3.7736549165120605,6.704697986577183,4.097315436241611,5.163909774436092,2.0255863539445627,1.0,11.087218045112785,10.3468045112782
1054,147,256,256,83.27848101265855,2.269100169779286,2.341935483870968,1.8160251084648766,3.220044792833146,1.417112299465241,19.196248196248202,1.785917496443812,1.8898184238045448,1.4970131421744326,1.752260397830018,1.6886534518113467,2.0705882352941187,10.715498938428873,4.421052631578949,1.6358576488446621,1.6664388243335613,1.2340720221606645,1.928392202277553,1.1383438643165948,8.188540972684883,1.1555023923444974,1.6205761316872431,1.2605023974808562,1.254759238521836,1.1999487310945915,1.629813664596273,10.70666666666667,2.084962406015037,1.454677936461673
2294,123,256,256,228.97101449275445,2.3937355476140434,3.320810018651745,4.8805970149253755,2.707427536231884,2.6549604916593514,28.281021897810213,3.0789605197401304,2.0958904109589036,2.0751879699248126,2.8232819074333797,1.9039044392939921,2.5075700633523037,14.339552238805972,7.0419790104947495,2.5522388059701493,2.3442822384428217,2.598594642072903,1.2077922077922074,2.1956947162426617,10.608695652173921,2.5448943661971835,1.3057553956834531,2.3194029850746274,2.222091656874266,1.341752577319588,2.1213183730715293,11.13082352941177,3.7857142857142843,1.5571428571428574
379,365,256,256,125.8000000000004,1.9303838646714377,2.93918531267929,1.4126984126984123,2.7045454545454537,0.9370612442507864,7.487025948103794,1.0540091400083094,1.524193548387096,1.4265441719301122,1.399147121535181,1.3156872268091306,2.0166983724371175,5.63051568314726,1.6622257053291534,1.1622971285892634,1.7784431137724543,1.0,1.4924242424242418,1.0,3.7238095238095212,1.0,1.106790799561884,1.0,1.0,1.1185810810810812,1.798245614035088,3.2708860759493668,1.0,1.0
51,274,256,256,69.0092592592595,2.6966195977749257,3.398395721925133,1.7044334975369457,1.6294907841299597,1.6046511627906972,5.650862068965516,1.4294294294294296,0.7813748160605424,1.0317363442172718,1.2083333333333328,1.4264726857794896,1.0155428024868485,3.0526315789473686,1.4780817887614004,0.8305729025251153,1.152244632400781,0.9249249249249252,1.2232201822744686,1.0,3.0025252525252513,1.1486280487804876,0.8060528559249787,0.9400921658986178,1.0,1.19094247246022,1.0911356909175884,2.5044025157232714,0.9830508474576272,1.0
233,65,256,256,189.93333333333405,2.639017916390179,2.849529780564263,1.5337544413738657,1.3561643835616437,1.585585585585586,4.633393829401087,1.9285714285714288,1.374882849109653,1.0324675324675323,1.6205761316872431,1.3043657898361107,1.2272727272727268,3.465713451998832,1.3339041095890412,1.3589072943911658,1.2285327924273155,1.4403534609720179,1.1886792452830186,1.0662083015024189,3.005228758169936,1.5854946420251586,0.8701298701298698,0.85578789727661,1.0481303221029248,1.0,1.1721150702844065,2.724489795918367,1.0,1.0
422,471,256,256,1.0,2.4387104535065562,2.1174004192872116,1.7583629568863368,3.040043290043289,1.4013584439641869,18.00421940928271,1.609970674486804,1.752260397830018,1.3506931434994387,1.3968253968253974,1.3885480572597135,2.0286062081558116,20.009433962264144,2.7532467532467537,1.376696660057954,1.752260397830018,1.419354838709678,1.479089889440795,1.158558070199214,10.888888888888888,1.1240627130197682,1.2631388708161637,1.1032770605759679,1.156647476235105,1.684507042253521,1.6789168278529982,9.802857142857144,1.0759432048681539,1.2711713317881976
2916,69,256,256,64.82882882882906,47.67785234899346,4.284210526315789,64.82882882882906,4.3560090702947845,16.60000000000002,1.0,32.54195011337864,3.979211000163694,15.395973154362437,4.162162162162162,10.015659955257275,2.029951690821257,1.0,21.438397581254733,16.60000000000002,3.8189817724701456,17.400742115027846,4.221476510067114,7.325503355704698,1.0,10.648637978681409,3.503703703703703,6.810810810810812,4.227891156462585,4.802150537634411,1.860102472711072,1.0,10.1679104477612,10.895522388059703
222,494,256,256,47.95522388059692,4.8805970149253755,3.6992143658810326,4.327467605183171,2.835648148148147,3.523278688524589,30.54545454545455,2.7639077340569886,2.241715399610136,1.8211436170212758,2.0052148894083803,1.3445389873064586,1.2418926103136632,10.867525957751516,3.373015873015872,1.8148453608247421,2.3476874003189803,2.5522388059701493,1.6351457840819534,1.0799704724409447,10.70149253731343,1.456540825285338,1.6565656565656568,1.302118933697881,1.6908212560386473,1.3387838528359735,1.2502879710383414,8.750000000000004,2.054054054054055,2.096875
2496,165,256,256,63.818791946308956,32.036036036035995,4.560993425858289,37.993288590603946,4.162162162162162,19.217687074829946,99.1632653061228,48.432432432432606,3.9170731707317086,13.933333333333323,4.097315436241611,10.174174174174178,1.8666666666666667,96.10067114093995,23.837837837837835,13.507288629737602,3.7736549165120605,15.63963963963966,3.9170731707317086,7.933333333333332,192.9463087248329,10.81717011128776,3.5205640423031714,7.325503355704698,4.288288288288288,4.972835314091682,1.8863636363636365,88.0902255639101,8.955223880597023,10.70666666666667
2767,460,256,256,117.61764705882393,3.689655172413792,2.2729816147082333,2.66591726618705,2.875225387666788,1.8088888888888894,12.870567375886525,1.6106252024619376,1.914814814814815,2.5075700633523037,2.335616438356164,1.550156739811912,1.6442845723421264,6.673860911270982,4.641843971631206,1.9904761904761903,1.5673758865248233,1.2299319727891158,1.5918699186991874,1.3484271406404285,10.941176470588243,1.4729064039408868,1.2251532107647218,1.4156674660271784,2.336211326960634,1.7086466165413536,1.8581598533060082,7.702470461868957,1.6791044776119404,1.3952000000000002
149,295,256,256,61.83885209713045,2.1544292830842537,1.6866429659725746,1.1456990753712526,1.5370051635111877,1.0,2.9745874105447636,0.9832775919732442,0.72101507591609,1.0,1.363502575423105,1.3611111111111112,0.8263298518338598,2.7798466593647335,1.1260213266860546,0.9335887611749684,0.7837658017298735,0.8340874811463044,1.0,1.0,2.4061810154525385,1.142661179698217,0.5886686112621743,0.9060240963855426,0.9515588125698674,0.84402310768775,0.9640663390663393,2.228085106382979,1.3446582875098194,1.0
283,158,256,256,192.9463087248329,2.492957746478874,2.029951690821257,1.80384747509447,1.7170668397144717,1.154455445544555,3.979211000163694,1.550156739811912,1.1954887218045112,0.9390494051456365,1.1355313742099433,1.047764849969382,1.0159021406727833,3.6701877934272304,1.3880597014925375,0.9391812865497078,1.0158633312995728,0.8053996257685111,0.9386068476977565,0.7796026490066226,1.9083386963317093,0.8438694180587403,0.8689075630252101,0.545169103794743,1.167267112712301,0.8704049844236761,0.6392314990512333,2.0255863539445627,0.9321739130434782,0.7855459544383345
1495,362,256,256,62.65714285714306,1.900836320191158,2.348762968874701,1.1171171171171173,3.540229885057469,0.964031265131078,2.988984088127294,1.4905239687848386,1.3359173126614987,1.1099133375607695,1.154359925788497,1.6709677419354838,1.0754552709859975,5.637426900584798,1.6954732510288062,1.0,1.5998523440383905,1.0345721694036298,1.5348837209302326,1.0715514275885796,2.451162790697674,1.1935483870967742,0.9822864150429215,0.9821673525377229,0.8992248062015502,0.8881364034738267,0.8939897311990334,2.243211334120425,1.0397452229299367,0.9447678992918963
