t0,x0,Th,Xw,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
1166,243,256,256,42.16666666666664,51.55555555555573,26.467836257309976,36.85131894484408,47.88524590163928,15.334310850439898,44.33333333333328,46.93333333333351,47.017699115044216,57.45985401459873,16.676470588235297,4.181216931216931,5.1228070175438605,3.4820143884892096,4.315118397085609,3.838709677419355,5.593816016900327,5.622222222222222,8.647058823529413,9.251348778165658,8.61827956989247,7.572222222222221,7.968810916179341,5.416466826538771,7.038251366120221,3.5881006864988563,17.894736842105253,3.849175176747841,14.643962848297205,20.214634146341485
2327,53,256,256,16.826086956521802,11.097087378640765,23.45454545454554,12.047619047619042,16.038051750380575,15.969696969696937,10.962616822429887,5.857142857142854,9.62831858407083,50.358288770053655,6.652173913043465,9.474341192787792,2.969696969696969,8.33333333333334,2.8550228310502277,2.5945165945165964,1.7810413885180256,4.2280701754385985,2.294247787610619,3.66951871657754,1.5652173913043494,1.8031774051191531,2.1818181818181834,2.2156862745098045,2.130680582735376,2.2239442076714457,2.5492227979274635,4.922285714285715,1.2867647058823533,3.9846938775510194
734,147,256,256,80.62500000000027,137.117647058824,137.117647058824,1.0,68.29411764705905,99.1914893617025,1.0,1.0,69.4615384615387,117.20111731843616,53.54166666666685,68.29411764705905,68.29411764705905,1.0,33.882352941176585,49.404255319149115,23.494382022471857,38.07407407407421,46.12820512820529,58.37430167597786,26.458333333333293,45.35294117647074,45.35294117647074,1.0,19.134453781512594,28.988235294117757,17.22981366459626,25.55555555555548,30.441176470588143,34.22222222222235
1597,123,256,256,15.117647058823584,34.729729729729854,6.652173913043465,12.444976076554994,23.45454545454554,20.040404040404116,16.504587155963357,6.471380471380481,4.412322274881513,43.00000000000015,7.470588235294109,25.945945945946036,4.108695652173914,7.686602870813395,6.5714285714285685,13.255892255892242,4.3611342785654745,7.08815426997246,3.793048973143759,4.764705882352942,1.818414322250639,4.8648648648648685,1.4844720496894406,2.196172248803828,2.1818181818181834,4.087500000000001,2.6545454545454548,3.042857142857142,3.4375000000000004,4.701694915254238
264,365,256,256,40.88636363636377,11.54716981132073,8.732884399551072,13.057971014492729,23.120418848167617,13.368932038834924,6.135802469135801,4.2280701754385985,12.770270270270268,14.64356435643561,11.931818181818187,9.584905660377347,20.040404040404116,8.06521739130435,15.293193717277463,8.257281553398059,9.3915343915344,4.481481481481484,6.621621621621619,5.45544554455445,9.863636363636374,3.452830188679245,5.114478114478114,3.904589371980677,5.900523560209421,3.949579831932771,5.789473684210527,4.1106679960119665,6.678571428571426,3.4686700767263448
35,274,256,256,1.0,1.0,1.0,1.0,1.0,1.0,184.0263157894743,130.24855491329527,199.09523809523878,154.12883435582876,76.76687116564445,1.0,12.29856850715748,54.278688524590336,32.18497109826602,1.0,91.65789473684241,64.87283236994243,15.886621315192764,76.76687116564445,6.132035209389168,1.0,13.470719464584509,36.045537340619425,21.289017341040438,11.11111111111112,53.56521739130454,38.50000000000015,58.473684210526535,45.57142857142875
162,65,256,256,271.2362204724419,8.094259390503193,31.988372093023248,16.35514764565043,35.728132387706815,20.204545454545425,44.33333333333328,27.772823779193175,32.48437499999999,27.329113924050606,11.329277022190402,5.096385542168677,16.586563307493535,7.951316839584992,16.03546099290779,9.863636363636374,21.6430446194226,13.558386411889616,16.843749999999993,13.341772151898754,11.918635170603668,3.412894822533376,10.98590556730091,4.253631284916201,5.609929078014186,5.169585253456221,5.540540540540543,8.347826086956529,4.979591836734692,8.20143884892087
294,471,256,256,1.0,1.0,1.0,1.0,44.58674463937638,117.20111731843616,80.62500000000027,137.117647058824,137.117647058824,1.0,9.302521008403355,48.46031746031764,19.156424581005563,7.259259259259257,22.033138401559427,9.351955307262582,11.874999999999986,68.29411764705905,68.29411764705905,1.0,19.134453781512594,32.18165784832463,14.254189944134076,18.814814814814792,16.39473684210526,34.22222222222235,35.29310344827575,40.00000000000015,40.00000000000015,1.0
2030,69,256,256,17.249999999999986,9.474341192787792,15.299999999999994,14.109243697478984,14.109243697478984,7.655773420479306,10.716494845360824,7.132075471698113,8.647058823529411,6.416666666666663,7.795454545454541,4.281553398058252,7.407142857142854,6.859434682964091,6.859434682964091,3.481940144478846,4.862947240751971,3.2364039955604893,3.923875432525952,2.9117647058823524,4.917984189723318,2.701139721401435,4.776190476190474,4.223140495867766,1.2466793168880452,2.3999999999999986,3.223684210526318,2.24468085106383,2.7521739130434786,1.194459833795014
154,494,256,256,14.109243697478984,14.109243697478984,10.073604060913706,12.296791443850266,9.474341192787792,8.647058823529411,6.416666666666663,17.249999999999986,9.474341192787792,15.299999999999994,3.8386809269162203,3.8386809269162203,4.876903553299493,3.51336898395722,4.606102635228847,4.823529411764704,3.579365079365076,7.795454545454541,4.281553398058252,7.407142857142854,4.223140495867766,1.7241532976827092,1.7081837315835091,1.5997693194925031,2.5776699029126218,1.5473684210526315,1.6370235934664246,5.269016697588125,2.9700078926598255,5.00590318772137
1738,165,256,256,141.8333333333338,4.864734299516905,13.92215568862276,4.084112149532708,10.614791987673351,21.41666666666674,24.373737373737345,16.99999999999996,24.373737373737345,18.424083769633462,9.62244897959183,4.498964803312628,5.738349388180159,7.769025367156207,4.61111111111111,12.749999999999968,13.033057851239683,3.0000000000000004,13.033057851239683,10.075043630017452,8.94444444444444,2.7698726394378563,11.508982035928156,5.994807892004158,8.239709443099269,4.774193548387094,9.471624266144811,6.52312138728323,9.471624266144811,7.632085561497318
1927,460,256,256,21.41666666666674,4.816513761467892,2.4006734006734005,4.816513761467892,2.4006734006734005,3.2476481057716784,4.403326970275431,10.105990783410114,9.524590163934432,7.414096916299543,4.749999999999995,5.373088685015292,9.863636363636365,6.963302752293573,1.948372615039283,2.517713365539453,10.935233160621758,4.485546711353166,11.734669095324834,3.2907488986784172,3.3611111111111116,2.1926605504587138,3.9718234981392904,2.590214067278288,3.9718234981392904,3.2440476190476204,3.81503759398496,2.1818181818181834,6.437177280550773,1.7771739130434796
104,295,256,256,169.9171974522299,141.8333333333338,141.8333333333338,1.0,70.64285714285738,101.10695187165811,11.723163841807915,11.11111111111112,144.2335329341322,119.31460674157344,84.63057324840796,70.64285714285738,70.64285714285738,1.0,27.92857142857136,50.358288770053655,4.61111111111111,4.808080808080806,6.024496461622206,59.426966292135035,33.45859872611458,46.91269841269857,46.91269841269857,1.0,17.249999999999996,29.61538461538473,17.574999999999985,34.22222222222235,41.53947368421068,34.913043478261
197,158,256,256,1.0,9.09968847352024,16.948345439870852,17.568627450980454,20.009433962264144,16.99999999999996,24.373737373737345,18.424083769633462,23.182539682539648,13.057971014492729,15.530938123752497,7.769025367156207,2.9177652228499693,9.921568627450975,3.1183533447684395,6.333333333333328,4.770562770562774,5.16384354789036,12.396103896103906,7.140633387010204,11.508982035928156,5.994807892004158,8.239709443099269,7.655773420479306,9.079911209766925,6.52312138728323,9.471624266144811,3.2941176470588256,8.964525407478428,5.369533169533164
1041,362,256,256,4.104251601630751,7.315165876777251,3.197938144329897,6.950704225352113,3.197938144329897,5.006700167504188,5.474342928660827,10.838969404186784,11.312849162011181,8.155963302752282,7.178217821782182,6.476566614007376,9.487972508591069,7.9751844399731695,21.773195876288735,4.3816139521135105,12.063829787234043,5.795783926218716,14.254189944134076,4.3611342785654745,5.933993399339941,3.122169562927858,5.556701030927833,3.6040688575899837,4.862947240751971,3.5138121546961347,4.702786377708982,2.6942355889724294,8.222222222222216,2.316250000000002
2107,370,256,256,39.82191780821909,36.84848484848498,46.49999999999989,43.35483870967758,39.82191780821909,11.343580470162745,47.95522388059692,48.432432432432606,12.284722222222218,36.84848484848498,19.520547945205493,20.8095238095238,22.794117647058837,24.483870967741925,19.520547945205493,27.329113924050606,26.22388059701494,23.837837837837835,20.1388888888889,18.136363636363637,12.753424657534243,4.968574635241304,14.892156862745091,16.935483870967754,3.448630136986301,15.625000000000009,6.1365853658536595,5.183908045977012,5.254545454545455,5.991999999999996
1443,2,256,256,1.0,8.548855388051374,19.53191489361698,4.864734299516905,28.960893854748704,11.54716981132073,9.863636363636365,13.057971014492729,23.120418848167617,12.142857142857116,6.223214285714281,5.824120603015071,9.57446808510639,4.181964573268921,11.312849162011181,4.679245283018875,9.863636363636365,5.291465378421909,11.379581151832456,4.920634920634926,5.78472222222222,3.488633644412538,7.276595744680845,3.2476481057716784,11.312849162011181,2.919999999999999,4.275138121546961,3.039215686274511,5.0344827586206895,3.286910994764398
1843,191,256,256,31.536912751677814,44.174603174603156,8.526315789473689,41.519480519480496,20.466437177280547,17.32352941176469,14.877300613496942,33.561205273069696,28.221135029354194,28.71900826446283,15.395973154362437,19.96296296296296,10.156346749226007,16.420515313563445,9.248995983935743,6.496323529411763,11.306748466257657,8.57415254237288,8.44707347447073,11.296143250688704,7.0026845637583905,13.222222222222216,6.678947368421052,10.798347107438017,3.6402753872633413,10.340336134453779,4.327272727272726,13.608737864077664,9.937500000000005,9.660377358490564
1282,27,256,256,1.0,19.3695652173913,19.3695652173913,67.14035087719321,39.354037267080884,36.045537340619425,43.08092485549149,36.045537340619425,69.0092592592595,43.08092485549149,29.571428571428548,10.043478260869563,10.043478260869563,26.543859649122748,19.3695652173913,15.207650273224031,18.175887696118902,15.207650273224031,29.115079365079346,18.175887696118902,16.909090909090924,17.14906832298137,17.14906832298137,14.51526965562054,12.708074534161506,10.88957055214725,12.987012987012996,10.88957055214725,20.70312500000001,12.987012987012996
