t0,x0,Th,Xw,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
3416,243,256,256,151.6097560975615,2.547619047619046,2.826446280991737,2.2650602409638565,4.312447786131999,1.4439024390243904,28.40119760479035,1.330683624801272,2.0677025527192003,2.0273474056358536,1.9096361455417827,2.1904761904761907,3.166666666666667,23.97188755020078,5.923419660261762,1.830429732868757,2.523760988660975,1.6554621848739492,2.169550173010381,1.0686061085823606,18.4390243902439,1.2546714888487036,1.5937637241985074,1.734186746987952,1.469556243550052,2.0993288590604027,3.6670967741935483,24.707894736842064,3.1733746130030944,1.6418696510862416
6817,53,256,256,93.11920529801355,61.83885209713045,5.030206677265502,39.20408163265297,3.538618478577674,11.790286975717432,46.93333333333351,16.136986301369884,3.07482993197279,11.722789115646258,3.3581917650446282,5.332407605212559,1.7027027027027029,24.21428571428571,10.497716894977174,7.0982339955849865,2.671428571428572,6.469667318982391,2.259534116676974,5.678516567917488,9.704930095658574,5.981078524124883,2.1799112545381205,3.3951247165532874,2.3912671232876708,1.3871323529411763,1.286764705882353,8.268181818181814,6.181818181818179,4.706611570247931
2150,147,256,256,117.61764705882393,3.1974644640799075,2.98051948051948,4.824793388429752,3.1634376552409336,3.429595494111622,8.703703703703702,2.5623582766439914,2.327327327327327,2.9541984732824424,2.1274509803921564,2.0948905109489044,1.6844919786096257,7.512123634425796,3.3035439137134066,2.427091963545981,2.5132275132275117,2.0462776659959756,2.2628571428571433,2.0632497273718653,5.673202614379087,2.0200729927007295,1.8080808080808077,1.3703967519054068,1.8631256384065378,1.902627189324437,1.3449531737773153,5.82205513784461,1.6989943244050585,1.7581249367216774
4679,123,256,256,154.12883435582876,2.4402618657937802,2.549334811529933,1.5297767898490313,2.5378411076757637,1.0164786411458995,5.723369116432698,1.0711354309165524,1.3938691855284262,1.4445964432284546,1.5538513974096793,1.3793466807165435,2.1629593810444865,3.225646293442903,2.8497109826589595,1.6055900621118009,2.937937328871311,1.3561643835616437,1.704680496195142,1.0719822812846072,3.825591586327784,1.0,1.4028925619834707,1.1566854990583804,1.1951805420013517,1.2020202020202018,1.783870967741936,4.720394736842107,1.129044117647059,1.2703899855560907
774,365,256,256,75.73429951690848,2.492957746478874,2.367845117845117,2.4690831556503205,2.2907801418439715,1.7075705096486888,11.183333333333335,1.9692671394799055,1.626959247648902,1.329577464788733,1.9190526687875578,1.3514013373168308,1.5477528089887638,6.57142857142857,2.6390858944050435,1.5673758865248233,1.1925925925925929,1.2659574468085106,1.1699235344095154,1.2072814243954295,7.956521739130437,1.517452541334967,0.7458847736625513,0.91156462585034,1.0808759487370911,0.9662702702702702,1.0540083089706112,5.729133858267718,1.5969973506034731,0.94974946313529
105,274,256,256,232.53284671532924,2.6934306569343063,2.2037037037037037,2.505681818181817,1.3788982803847272,1.3228254121542393,8.17136150234742,1.8321479374110956,1.0975914920237724,1.7103254319003613,1.816499745374299,1.0474452554744522,1.0,6.51724137931034,1.63600782778865,0.8184747583243825,1.1154675802563128,1.5311125078566936,0.8060218491873169,1.0472555434387494,4.407431984074321,1.0637919401337175,1.0641381436941106,1.2998236331569664,0.638854296388543,1.2734785875281738,0.8281249999999999,3.5324675324675314,0.9498069498069499,0.8570458865055659
475,65,256,256,108.87234042553231,3.1002145651899533,2.780422092501123,3.0359981299672745,1.8278829604130813,1.6908212560386473,8.539295392953928,2.4311421615327626,1.9701492537313443,1.8378561736770693,1.5673758865248233,1.2059270015180519,1.525370453524921,6.735294117647057,2.0,1.9400352733686066,1.4489531620979927,1.7683215130023648,1.167267112712301,1.0312951372171404,4.641843971631206,1.18705035971223,1.5502229612274208,1.2599306851506262,1.1688311688311688,1.108166409861325,1.1475409836065575,4.212598425196853,1.57445000472099,1.7046070460704608
862,471,256,256,1.0,2.9569892473118267,3.18295739348371,2.707427536231884,1.8953168044077138,1.8378561736770693,8.310144927536232,1.6822519083969465,2.2280701754385963,2.5135135135135136,1.9400352733686066,2.009936766034327,1.455507701292065,4.11279143037177,2.3919191919191927,1.3233830845771148,1.8523119392684617,1.7682836739719285,1.2039882314481858,1.3423423423423422,5.246913580246912,1.6081871345029235,1.1853772361939334,1.2843861088323765,1.2813852813852817,1.3672828740844085,1.0,5.685714285714285,1.6328600405679514,1.2502879710383414
5947,69,256,256,96.10067114093995,38.59459459459451,4.489932885906039,37.39999999999993,4.560993425858289,16.863331299572927,1.0,27.351351351351337,4.3560090702947845,16.863331299572927,4.221476510067114,10.81717011128776,1.9830796861707154,1.0,21.105105105105114,16.863331299572927,3.6000000000000023,17.13022113022115,4.490870032223414,7.0026845637583905,1.0,10.81717011128776,3.465713451998832,6.600000000000003,4.042188529993409,5.163909774436092,1.9904761904761903,1.0,10.3468045112782,10.1679104477612
453,494,256,256,205.413793103449,2.769953051643194,2.3265306122448974,2.1112190383681395,2.0181818181818176,1.9891304347826089,5.271805273833672,1.9039044392939921,1.6190476190476193,1.7108533554266787,1.4729064039408868,1.517452541334967,1.5652173913043483,4.236333052985702,2.3101604278074865,1.391734825656479,1.7216148023549203,1.0642451198418585,1.2452830188679247,1.047764849969382,4.236333052985702,1.4922005149174624,1.1688311688311688,1.0,1.0982800982800978,1.1096874999999997,0.9655882352941174,3.182978723404256,1.4988876529477195,0.9022556390977442
