t0,x0,Th,Xw,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30
1460,243,256,256,97.29629629629666,2.3911182450508295,8.292817679558004,1.7571684587813616,5.840425531914894,1.094848971253466,23.578947368421144,1.0391654741281915,1.8878607622824413,1.2230610844200411,1.949861426051903,2.034644194756554,2.4005524861878453,14.379416282642081,4.358662613981761,1.3007270323859883,2.534290271132377,1.422077922077922,2.6104868913857673,1.0,4.507936507936512,1.055468638884938,1.6650296705545322,0.8049512378094522,1.531914893617022,1.6685714285714286,1.2310223782360683,4.168975069252076,2.526984126984127,1.1141686182669792
2913,53,256,256,34.08243727598578,2.297297297297297,1.0,2.1470588235294117,50.358288770053655,1.0,1.0,1.0391654741281915,2.3684210526315783,2.3684210526315783,2.065028161802356,2.5225225225225234,20.675675675675627,1.0,8.836655323286347,1.9901719901719908,16.52584670231727,1.8651218062982762,9.176904176904186,1.0,20.290322580645114,1.1916461916461916,1.936936936936936,2.2806079369546857,1.8651218062982762,2.4096385542168663,13.010265183917875,1.0,3.5104790419161684,1.888564334745143
919,147,256,256,40.88636363636377,2.3429752066115705,4.21703853955375,1.7298245614035082,3.588018433179722,1.0176870748299318,7.117647058823532,1.0928571428571425,1.8103896103896095,1.6123987186734499,1.5909090909090908,2.004545454545454,2.529411764705881,15.299999999999994,2.320634920634919,1.3714285714285712,2.598930481283423,1.4874999999999994,2.2012158054711235,1.0355774493705534,9.068181818181808,0.8715415019762845,1.2129560685033505,1.0,1.4571428571428566,1.8278301886792445,2.123094297007341,6.382352941176475,1.4180327868852465,1.2484076433121023
1999,123,256,256,101.10695187165811,2.3082231167337546,6.900837988826814,2.2891986062717775,6.990783410138245,1.039874242772794,14.254189944134076,0.9619883040935674,1.8160892815624268,1.8426966292134834,1.5614973262032088,1.78168362627197,2.8156424581005597,5.761904761904765,3.1690767519466054,1.4001924001924002,3.6045078019649375,1.5473684210526322,1.916383082158484,1.11531638083974,8.067736185383254,1.1257253384912962,1.6866429659725746,1.2597402597402598,1.244068953746373,1.6964285714285716,2.134373579760642,8.07441860465117,2.0947368421052635,1.132515337423313
330,365,256,256,84.63057324840796,2.423247146517586,2.258064516129033,2.0416666666666665,1.8523791682278015,1.232302405498282,20.6656050955414,1.2631388708161637,1.9140624999999993,1.347052280311457,1.618259023354565,1.1998602375960865,1.2580645161290325,15.090909090909108,1.7130219391365888,1.252777777777778,1.503104087720713,1.0163522012578616,1.513157894736842,0.9093286835222318,7.87261146496816,0.826348305226248,0.9686463671992765,1.1020408163265307,0.8946149392009264,0.9002557544757034,0.9313380281690142,8.122994652406419,1.0553191489361706,1.1535307143442959
44,274,256,256,73.4285714285717,2.9556348801631813,1.6106252024619376,1.8201193520886623,1.706821850310084,1.0,9.712674187126735,1.2872134769400718,1.1739246772359353,1.170335429769392,2.238095238095238,1.479115479115479,1.4275996112730809,7.956521739130437,1.3835091083413236,1.2927927927927927,1.2437554409696647,1.0,1.015943095413294,1.081331331331331,6.107142857142857,1.1722310545839956,1.0,1.0974512743628189,0.8170599696904094,1.0,1.3212079615648593,5.318405511811027,0.9011546043368067,1.3229813664596273
203,65,256,256,321.5172413793115,2.0061919504643964,1.83758389261745,2.333586626139817,1.6138065776619996,0.9395313681027969,5.0866398313206815,0.8418841220698803,1.0495049504950498,1.5172413793103452,1.4260473069250497,0.6379177871686513,1.1174496644295302,5.690233236151602,1.1913299438051916,0.9542575650950037,1.20680055677073,0.6889952153110047,0.8948948948948949,1.2604166666666665,4.421052631578947,0.7215422276621786,0.79226589964845,1.3419158361018826,0.5726807888970051,1.0919088766692853,0.8005245901639345,2.6119402985074633,0.9481382978723406,1.1872749099639857
368,471,256,256,110.57142857142898,2.4545454545454537,2.6772226131832046,1.5365079365079373,1.8961451247165533,1.9749405524053423,11.388013830195932,1.938967136150235,1.6205761316872431,1.353665521191294,1.3939393939393943,1.421052631578947,1.2707205331112037,12.885714285714283,3.4837168910117233,1.772102494484983,1.667361835245047,0.9846135637353534,1.232302405498282,0.925390266299357,19.402597402597422,1.1515151515151514,1.6106252024619376,1.0159021406727833,0.9692398698609879,0.949857142857143,1.3204107830551988,11.323529411764712,1.790196078431373,1.3798701298701301
2541,69,256,256,97.29629629629666,1.9122807017543868,13.577475434618288,1.78168362627197,6.014464802314368,1.0,21.459016393442568,1.0813516896120154,2.8291008922443375,1.5694618272841057,1.5777777777777782,1.5864661654135341,3.870945479641131,19.53191489361698,3.9551912568306,1.5083798882681567,3.1082319760267922,1.2493896058597835,3.765957446808511,1.0,19.15873015873012,1.082934609250399,2.006581494386373,1.2230610844200411,1.2885928961748627,1.6685714285714286,2.181048518397916,8.432941176470598,3.818487394957983,1.571906354515051
193,494,256,256,103.91666666666701,2.2729816147082333,2.3995859213250514,1.9039044392939921,1.471014492753623,1.271663415993313,9.818181818181824,2.442594963721725,1.357504704009263,1.2306852306852307,1.6018518518518512,1.6166495375128471,1.4144927536231888,5.342052313883303,1.8124999999999996,1.479115479115479,1.3525046382189236,1.266648434295091,0.910821471445721,1.0994390617032128,4.302845528455284,1.511927300265051,1.0474972597734744,1.1695357329160152,1.098484848484848,1.1733333333333338,1.3261039979095897,3.6381531853972806,1.2831215970961887,1.332622601279318
